BHID,X,Y,Z_STRAT_TOP,RCG,ATGc,AAG,STGc,SRG,FEGc,TIGc,PPGc,A1,A2,A3,A4,FR_AAG,FR_SRG,DECLUS_W,ROCK
122,588904.0232,9724862.493,-3.75,59.3207,55.032374158192,49.0384,8.270488987593566,7.8088,7.432675331730269,1.055904838748332,28.208556683735832,1.95091066782307,0.2931907888914455,0.2634900968193001,0.037432076039435706,0.8910827626487245,0.9441763373016833,0.179,1
123,588904.1932,9724867.403,-0.25,85.5172,46.734285536532454,45.4424,1.4496781949213602,0.6671,25.089457196011104,1.4159624149328796,25.310616657602203,1.846430143079723,0.0572754988364118,0.9912621859600298,0.05594341829311323,0.9723567928406099,0.4601710933757873,0.1604,1
123,588904.1932,9724867.403,-0.75,81.7171,57.40440550225778,55.0331,2.204759838660431,1.8949,8.800760095775281,1.3677304793584981,30.22234408394801,1.8994028174256337,0.07295131815508132,0.2912004466407233,0.04525560544077521,0.9586912279378189,0.8594586887755105,0.1604,1
123,588904.1932,9724867.403,-1.25,73.4354,56.15948236562436,53.1743,2.9345372460496613,2.2019,10.30720013145252,1.188583268458709,29.410196988414746,1.9095241826413705,0.09977958485642353,0.3504634850121109,0.040413985289759036,0.9468445534061473,0.7503397692307693,0.1604,1
123,588904.1932,9724867.403,-1.75,66.115,55.87248322147651,50.5406,4.60326910586707,4.4371,9.504823073777393,1.023449840834556,28.995974758044472,1.9269048096400199,0.15875545293023702,0.32779801862465174,0.03529627299563765,0.9045704984984985,0.9639019353321577,0.1604,1
124,588903.9732,9724872.433,-0.25,86.107,47.58603346861979,44.5627,2.820677487579261,0.7775,23.04752191350016,1.5152350046937821,25.03053212560701,1.9011195299335168,0.11268947353674597,0.9207763461777079,0.06053546912587007,0.9364659491820536,0.2756429983306102,0.1604,1
124,588903.9732,9724872.433,-0.75,80.6551,55.761664138277936,51.6335,2.900334630826798,2.4178,11.54531572062091,1.6310868323321852,28.161598677942173,1.9800603217158181,0.10298899093035195,0.409966630540186,0.057918829502024996,0.9259677019674143,0.833627945652174,0.1604,1
124,588903.9732,9724872.433,-1.25,88.1234,56.346219151837076,52.1664,2.470488654160986,1.2735,10.648311935812506,1.483043330613238,29.05193692757619,1.939499569075309,0.08503696880244808,0.36652674698963345,0.05104800187024806,0.925818995227104,0.5154850631898568,0.1604,1
124,588903.9732,9724872.433,-1.75,77.1789,53.81166010024668,50.1779,3.159874620837305,1.6519,13.66634896930477,1.3156110817696351,28.04650522784161,1.9186583020984782,0.11266553872460783,0.4872745769315409,0.04690820018686803,0.9324726259424578,0.5227739066312317,0.1604,1
124,588903.9732,9724872.433,-2.25,58.7054,54.76233003639287,48.9202,5.508048851280448,3.7837,10.552205391340001,1.2207745814211688,27.956641139565512,1.9588308110050718,0.1970211236672923,0.3774489695904863,0.04366671143814459,0.8933184538986851,0.6869401674098095,0.1604,1
124,588903.9732,9724872.433,-2.75,73.0245,56.06208780550887,46.3813,4.236712789344369,2.0838,10.103210267683954,1.0576627764127766,28.540326361050035,1.9643113780933747,0.14844654317360426,0.35399771326624185,0.03705853826031245,0.8273202411031579,0.49184358336512773,0.1604,1
124,588903.9732,9724872.433,-3.25,72.8753,54.69880596771962,47.8545,6.5146791903044905,5.2492,10.121906056437764,1.0360285200348363,27.628580265503285,1.9797906892818484,0.23579493146952038,0.3663563584943181,0.03749843495680482,0.8748728450899135,0.8057495767116442,0.1604,1
124,588903.9732,9724872.433,-3.75,58.6616,52.328799417283825,43.182,8.35397791441205,7.7528,12.30826733615893,0.9707906463172721,26.038164685827923,2.009696153652696,0.3208358966620624,0.47270103268292507,0.037283374540051775,0.8252052498979615,0.9280369279675835,0.1604,1
125,588904.5932,9724877.563,-0.25,88.5603,51.44340312649555,48.5723,1.7211678055837873,0.688,18.542560652227785,1.4504764188472639,26.842391996845617,1.9164984675188752,0.06412125289676308,0.6907938999775732,0.05403677954698361,0.9441890903011273,0.3997286015738851,0.1604,1
125,588904.5932,9724877.563,-0.75,69.3873,51.202002579079114,44.4506,3.798123846367797,2.2376,17.41141368934739,1.2457457837113455,26.342714101494355,1.9436874416890306,0.144181189217414,0.6609574709069057,0.04728995573165627,0.8681418257293377,0.5891329747290496,0.1604,1
125,588904.5932,9724877.563,-1.25,61.6722,54.450251768113674,45.1593,7.921209614190404,5.6638,9.867820482239354,1.1709255384355253,26.589792597021045,2.0477877580065798,0.2979041519518225,0.3711131046334255,0.04403665557612166,0.8293680659608171,0.7150170587398191,0.1604,1
126,588903.6432,9724887.393,-0.25,88.6747,47.59163501855536,45.6424,1.0403297923070642,0.3058,24.621608896891512,1.4623494173286136,25.284076874917453,1.8822769466330669,0.041145650578965846,0.9737990047529428,0.057836773102810296,0.959042486819472,0.2939452491520496,0.1604,1
